
  Vtrue,_ktas |   _Vind,_kias |   Vtrue,__mph |   _Vind,__mph |   __VVI,__fpm |   Vtotl,_ktas |   Vtotl,__mph |   _Mach,ratio |   Gload,norml |   Gload,axial |   Gload,_side |   _Qdot,_d/ss |   _Pdot,_d/ss |   _Rdot,_d/ss |   ____Q,__d/s |   ____P,__d/s |   ____R,__d/s |   pitch,__deg |   _roll,__deg |   hding,_true |   hding,__mag |   __mag,_comp |   mavar,__deg |   __lat,__deg |   __lon,__deg |   __alt,ftmsl |   __alt,ftagl |   __alt,__ind |   __lat,south |   __lon,_west | 
    338.47000 |     255.06848 |     389.50436 |     293.52759 |    1800.43323 |     338.46997 |     389.50433 |       0.54218 |       0.83012 |       0.10624 |       0.00003 |      -0.34458 |       0.01706 |       0.00008 |      -0.99371 |      -0.00034 |       0.00013 |       4.80854 |       0.14795 |     337.22824 |     342.08035 |     342.27301 |       4.85211 |      26.39785 |     -80.51011 |   19451.86523 |   19419.95703 |   19409.26562 |      25.00000 |     -82.00000 | 
    339.02979 |     255.43945 |     390.14850 |     293.95447 |    1495.28821 |     339.02979 |     390.14850 |       0.54313 |       0.78006 |       0.10209 |       0.00002 |      -0.19827 |       0.01718 |       0.00017 |      -0.91535 |      -0.00058 |       0.00007 |       3.84894 |       0.14707 |     337.22586 |     342.07779 |     342.51541 |       4.85194 |      26.39929 |     -80.51078 |   19476.86328 |   19454.50781 |   19434.58789 |      25.00000 |     -82.00000 | 
    339.84470 |     255.99669 |     391.08630 |     294.59573 |    1093.13147 |     339.84470 |     391.08630 |       0.54447 |       0.76728 |       0.10077 |       0.00002 |      -0.05941 |       0.01777 |       0.00024 |      -0.73004 |      -0.00065 |       0.00002 |       3.02626 |       0.14609 |     337.22382 |     342.07559 |     342.73450 |       4.85178 |      26.40073 |     -80.51146 |   19495.05664 |   19457.72852 |   19453.16016 |      25.00000 |     -82.00000 | 
    340.89261 |     256.73697 |     392.29224 |     295.44763 |     665.08136 |     340.89258 |     392.29221 |       0.54618 |       0.78666 |       0.10162 |       0.00002 |       0.05405 |       0.01798 |       0.00025 |      -0.49230 |      -0.00060 |      -0.00000 |       2.41895 |       0.14514 |     337.22229 |     342.07391 |     342.91525 |       4.85161 |      26.40218 |     -80.51214 |   19506.04102 |   19455.00781 |   19464.51562 |      25.00000 |     -82.00000 | 
    342.12473 |     257.62857 |     393.71011 |     296.47366 |     272.28613 |     342.12476 |     393.71014 |       0.54816 |       0.82911 |       0.10415 |       0.00003 |       0.13040 |       0.01802 |       0.00022 |      -0.24777 |      -0.00048 |      -0.00003 |       2.05521 |       0.14432 |     337.22134 |     342.07278 |     343.05560 |       4.85145 |      26.40364 |     -80.51283 |   19510.42969 |   19469.34766 |   19469.22266 |      25.00000 |     -82.00000 | 
    343.47705 |     258.56772 |     395.26633 |     297.55441 |     -40.12584 |     343.47705 |     395.26633 |       0.55033 |       0.92239 |       0.11299 |       0.00003 |       1.70149 |       0.01812 |       0.00031 |       0.92074 |      -0.00029 |      -0.00005 |       2.26630 |       0.14372 |     337.22183 |     342.07312 |     343.15799 |       4.85128 |      26.40509 |     -80.51350 |   19509.58594 |   19478.78320 |   19468.60352 |      25.00000 |     -82.00000 | 
    344.72040 |     259.31458 |     396.69714 |     298.41388 |    -135.98453 |     344.72037 |     396.69711 |       0.55231 |       1.07866 |       0.12807 |       0.00003 |       0.05142 |       0.01842 |       0.00033 |       0.65547 |       0.00011 |      -0.00011 |       3.21813 |       0.14351 |     337.22415 |     342.07526 |     343.12961 |       4.85112 |      26.40656 |     -80.51419 |   19506.96094 |   19481.59766 |   19465.93359 |      25.00000 |     -82.00000 | 
    345.77283 |     260.05615 |     397.90829 |     299.26727 |       9.52989 |     345.77283 |     397.90829 |       0.55400 |       1.12762 |       0.13324 |       0.00003 |       0.37609 |       0.01827 |       0.00048 |       0.63975 |       0.00040 |      -0.00008 |       3.84915 |       0.14362 |     337.22562 |     342.07657 |     343.00876 |       4.85096 |      26.40803 |     -80.51488 |   19506.98633 |   19481.69336 |   19465.76562 |      25.00000 |     -82.00000 | 
    346.62671 |     260.67218 |     398.89090 |     299.97620 |     269.46478 |     346.62674 |     398.89096 |       0.55538 |       1.15855 |       0.13472 |       0.00003 |      -1.25778 |       0.01786 |       0.00041 |       0.31210 |       0.00057 |      -0.00001 |       4.43056 |       0.14397 |     337.22705 |     342.07785 |     342.83655 |       4.85079 |      26.40950 |     -80.51557 |   19511.44727 |   19488.57422 |   19469.96289 |      25.00000 |     -82.00000 | 
    347.35114 |     261.39359 |     399.72458 |     300.80637 |     551.60803 |     347.35117 |     399.72461 |       0.55656 |       1.05443 |       0.12165 |       0.00003 |      -0.81350 |       0.01807 |       0.00043 |      -0.72243 |       0.00058 |      -0.00002 |       4.12295 |       0.14428 |     337.22623 |     342.07684 |     342.69705 |       4.85062 |      26.41098 |     -80.51627 |   19520.78906 |   19496.00781 |   19479.09180 |      25.00000 |     -82.00000 | 
    348.15610 |     262.12064 |     400.65091 |     301.64304 |     659.05786 |     348.15607 |     400.65088 |       0.55787 |       0.96448 |       0.11205 |       0.00003 |      -0.05766 |       0.01791 |       0.00037 |      -0.36104 |       0.00043 |      -0.00003 |       3.58312 |       0.14447 |     337.22485 |     342.07532 |     342.71478 |       4.85046 |      26.41246 |     -80.51696 |   19532.02930 |   19505.27344 |   19490.32422 |      25.00000 |     -82.00000 | 
    348.57736 |     262.50146 |     401.13565 |     302.08130 |     616.02588 |     348.57736 |     401.13565 |       0.55857 |       0.93642 |       0.01876 |       0.00003 |       1.24238 |       0.01802 |       0.00032 |       0.10683 |       0.00028 |      -0.00000 |       3.32104 |       0.14453 |     337.22415 |     342.07443 |     342.45877 |       4.85028 |      26.41394 |     -80.51765 |   19542.39258 |   19513.60938 |   19500.77148 |      25.00000 |     -82.00000 | 
    347.17188 |     261.33789 |     399.51828 |     300.74228 |     537.84503 |     347.17188 |     399.51828 |       0.55633 |       0.97588 |      -0.02005 |       0.00003 |      -1.66603 |       0.01780 |       0.00034 |      -0.56691 |       0.00022 |      -0.00003 |       3.42359 |       0.14455 |     337.22440 |     342.07452 |     341.32407 |       4.85012 |      26.41542 |     -80.51836 |   19551.27148 |   19520.45703 |   19509.70117 |      25.00000 |     -82.00000 | 
    345.60663 |     260.20349 |     397.71701 |     299.43683 |     439.40234 |     345.60660 |     397.71698 |       0.55384 |       0.86606 |      -0.03094 |       0.00003 |      -0.36113 |       0.01766 |       0.00029 |      -0.91788 |       0.00013 |      -0.00004 |       2.56764 |       0.14438 |     337.22220 |     342.07214 |     340.85364 |       4.84995 |      26.41690 |     -80.51904 |   19558.72266 |   19526.00000 |   19517.29297 |      25.00000 |     -82.00000 | 
    344.26093 |     259.20227 |     396.16840 |     298.28467 |     180.45184 |     344.26093 |     396.16840 |       0.55169 |       0.79279 |      -0.03592 |       0.00003 |      -0.39505 |       0.01765 |       0.00012 |      -1.01668 |       0.00000 |      -0.00007 |       1.60055 |       0.14412 |     337.21970 |     342.06949 |     340.80997 |       4.84978 |      26.41837 |     -80.51973 |   19561.83984 |   19527.11523 |   19520.70508 |      25.00000 |     -82.00000 | 
    343.19373 |     258.41168 |     394.94031 |     297.37485 |    -215.87662 |     343.19373 |     394.94031 |       0.54998 |       0.74002 |      -0.03849 |       0.00002 |       0.94518 |       0.01755 |       0.00024 |      -0.87597 |      -0.00011 |      -0.00009 |       0.59989 |       0.14378 |     337.21710 |     342.06671 |     340.92828 |       4.84962 |      26.41983 |     -80.52042 |   19558.27734 |   19519.20312 |   19517.53711 |      25.00000 |     -82.00000 | 
    342.37271 |     257.72083 |     393.99548 |     296.57983 |    -677.51709 |     342.37268 |     393.99545 |       0.54864 |       0.83078 |      -0.03167 |       0.00002 |       1.48512 |       0.01747 |       0.00027 |       0.60840 |      -0.00009 |      -0.00008 |       0.53674 |       0.14343 |     337.21686 |     342.06631 |     341.07864 |       4.84946 |      26.42129 |     -80.52110 |   19546.85352 |   19510.58398 |   19506.50195 |      25.00000 |     -82.00000 | 
    341.54929 |     256.91739 |     393.04791 |     295.65527 |    -958.09479 |     341.54926 |     393.04785 |       0.54728 |       1.00416 |      -0.01628 |       0.00003 |      -2.67219 |       0.01726 |       0.00031 |       0.08174 |       0.00016 |      -0.00005 |       1.29275 |       0.14325 |     337.21869 |     342.06796 |     341.15717 |       4.84929 |      26.42274 |     -80.52179 |   19530.49805 |   19500.71289 |   19490.26758 |      25.00000 |     -82.00000 | 
    340.74503 |     256.48871 |     392.12238 |     295.16196 |   -1033.62671 |     340.74503 |     392.12238 |       0.54596 |       0.90176 |      -0.02374 |       0.00003 |       0.25436 |       0.01685 |       0.00019 |      -0.94820 |       0.00032 |      -0.00012 |       0.59532 |       0.14327 |     337.21686 |     342.06598 |     341.20816 |       4.84913 |      26.42419 |     -80.52247 |   19513.24805 |   19485.67773 |   19473.08008 |      25.00000 |     -82.00000 | 
    340.16043 |     256.14639 |     391.44965 |     294.76801 |   -1211.27942 |     340.16046 |     391.44971 |       0.54498 |       0.88396 |      -0.02162 |       0.00002 |      -0.03107 |       0.01662 |       0.00032 |      -0.23130 |       0.00030 |      -0.00009 |       0.13064 |       0.14335 |     337.21558 |     342.06454 |     341.32053 |       4.84896 |      26.42564 |     -80.52315 |   19493.14258 |   19467.81836 |   19453.17578 |      25.00000 |     -82.00000 | 
    339.80478 |     255.93564 |     391.04037 |     294.52548 |   -1421.86182 |     339.80478 |     391.04037 |       0.54436 |       0.90275 |      -0.01032 |       0.00002 |       0.11848 |       0.01646 |       0.00031 |      -0.15197 |       0.00034 |      -0.00005 |      -0.07496 |       0.14346 |     337.21503 |     342.06381 |     341.49432 |       4.84880 |      26.42709 |     -80.52383 |   19469.38086 |   19446.46094 |   19429.59180 |      25.00000 |     -82.00000 | 
    339.77139 |     255.96904 |     391.00192 |     294.56393 |   -1600.34058 |     339.77139 |     391.00192 |       0.54425 |       0.93481 |       0.00961 |       0.00002 |       0.25028 |       0.01626 |       0.00033 |       0.05560 |       0.00038 |      -0.00006 |      -0.12482 |       0.14361 |     337.21481 |     342.06345 |     341.75412 |       4.84863 |      26.42853 |     -80.52451 |   19442.61914 |   19416.33398 |   19402.96680 |      25.00000 |     -82.00000 | 
    340.16095 |     256.30798 |     391.45023 |     294.95398 |   -1715.04468 |     340.16095 |     391.45023 |       0.54482 |       0.98511 |       0.04034 |       0.00002 |       0.41333 |       0.01631 |       0.00039 |       0.32699 |       0.00045 |      -0.00004 |       0.06312 |       0.14381 |     337.21524 |     342.06372 |     342.11758 |       4.84847 |      26.42998 |     -80.52518 |   19413.92578 |   19389.99023 |   19374.33789 |      25.00000 |     -82.00000 | 
